borough,neighborhood,building_class_category,tax_class_at_present,block,lot,building_class_at_present,address,apartment_number,zip_code,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3614,52,B2,2256 Virgil Place,NA,10473,2,0,2,2408,1620,1965,1,B2,475000,2019-09-25T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3678,72,B3,2017 Lafayette Avenue,NA,10473,2,0,2,4150,2372,1955,1,B3,750000,2018-12-20T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3681,53,B1,2061 Story Avenue,NA,10473,2,0,2,2575,2200,1925,1,B1,710000,2019-07-09T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3684,29,B3,2156 Turnbull Avenue,NA,10473,2,0,2,2458,1728,1945,1,B3,535000,2019-07-08T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3685,54,B1,2155 Turnbull Avenue,NA,10473,2,0,2,3042,2114,1970,1,B1,500000,2019-03-19T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3687,40,S2,915 Castle Hill Avenue,NA,10473,2,1,3,1300,3712,1920,1,S2,420000,2018-12-06T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3688,36,B2,2154 Bruckner Boulevard,NA,10473,2,0,2,2549,2190,1910,1,B2,451230,2019-07-18T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3688,55,B3,2171 Quimby Ave,NA,10473,2,0,2,2575,1690,1915,1,B3,469000,2019-03-12T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3688,62,B1,2153 Quimby Ave,NA,10473,2,0,2,2825,2220,1970,1,B1,635000,2018-12-06T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3688,68,B1,2139 Quimby Avenue,NA,10473,2,0,2,2549,2560,1920,1,B1,386900,2019-03-15T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3688,72,B2,2125 Quimby Avenue,NA,10473,2,0,2,2549,1334,1915,1,B2,247000,2019-02-21T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3688,73,B2,2123 Quimby Avenue,NA,10473,2,0,2,2549,1334,1915,1,B2,498200,2019-10-24T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3692,65,B1,2239 Hermany Ave,NA,10473,2,0,2,2575,3350,1925,1,B1,460000,2019-10-04T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3694,36,B2,2260 Bruckner Blvd,NA,10473,2,0,2,2575,2830,1920,1,B2,460000,2019-04-25T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3694,36,B2,2260 Bruckner Boulevard,NA,10473,2,0,2,2575,2830,1920,1,B2,481758,2019-01-25T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3698,77,B2,2309 Hermany Avenue,NA,10473,2,0,2,2575,2090,1901,1,B2,485000,2018-11-16T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3699,65,B3,2341 Story Avenue,NA,10473,2,0,2,5150,2350,1905,1,B3,475000,2019-08-23T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3699,65,B3,2341 Story Avenue,NA,10473,2,0,2,5150,2350,1905,1,B3,280000,2019-03-29T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3733,22,B1,1058 White Plains Road,NA,10472,2,0,2,2763,1690,1920,1,B1,235000,2019-06-11T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3733,67,B3,1013 Virginia Ave,NA,10472,2,0,2,5117,2236,1925,1,B3,900000,2019-09-20T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3787,30,B1,1970 Chatterton Avenue,NA,10472,2,0,2,2180,3580,1950,1,B1,795000,2019-04-15T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3793,5,B1,1210 Virginia Avenue,NA,10472,2,0,2,2470,2041,1945,1,B1,700000,2019-02-27T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3794,63,B1,1977 Ellis Avenue,NA,10472,2,0,2,2400,2160,1940,1,B1,632500,2019-07-26T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3799,1,B1,1068 Pugsley Ave,NA,10472,2,0,2,1911,2560,1955,1,B1,700000,2018-11-20T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3799,29,B2,2054 Watson Avenue,NA,10472,2,0,2,3425,2436,1930,1,B2,32200,2019-05-31T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3801,12,B2,2020 Powell Avenue,NA,10472,2,0,2,2575,1692,1925,1,B2,648600,2019-03-25T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3801,32,B1,2058 Powell Avenue,NA,10472,2,0,2,2120,2620,1955,1,B1,670000,2019-09-05T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3802,21,B1,2026 Gleason Avenue,NA,10472,2,0,2,2575,2688,1930,1,B1,750000,2019-01-11T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3815,41,B2,2262 Chatterton Avenue,NA,10472,2,0,2,4129,2112,1930,1,B2,575000,2019-01-02T00:00:00Z
Bronx,Castle Hill/Unionport,02 Two Family Dwellings,1,3815,71,B1,2237 Bruckner Boulevard,NA,10472,2,0,2,2115,1938,1960,1,B1,270000,2018-11-21T00:00:00Z
Bronx,Castle Hill/Unionport,03 Three Family Dwellings,1,3512,188,C0,439 Zerega Avenue,NA,10473,3,0,3,2151,1970,2000,1,C0,615000,2019-05-17T00:00:00Z
Bronx,Castle Hill/Unionport,03 Three Family Dwellings,1,3611,28,C0,760 Olmstead Ave,NA,10473,3,0,3,2944,3880,1930,1,C0,660000,2019-01-29T00:00:00Z
Bronx,Castle Hill/Unionport,03 Three Family Dwellings,1,3687,16,C0,2122 Quimby Avenue,NA,10473,3,0,3,2575,2620,1920,1,C0,605000,2019-02-25T00:00:00Z
Bronx,Castle Hill/Unionport,03 Three Family Dwellings,1,3700,1,C0,930 Havemeyer Avenue,NA,10473,3,0,3,2219,2400,1910,1,C0,750000,2019-03-12T00:00:00Z
Bronx,Castle Hill/Unionport,03 Three Family Dwellings,1,3759,68,C0,1115 Virginia Ave.,NA,10472,3,0,3,2559,4092,1920,1,C0,475000,2019-03-11T00:00:00Z
Bronx,Castle Hill/Unionport,03 Three Family Dwellings,1,3793,28,C0,1962 Ellis Avenue,NA,10472,3,0,3,2506,2836,1930,1,C0,700000,2019-10-24T00:00:00Z
Bronx,Castle Hill/Unionport,03 Three Family Dwellings,1,3815,64,C0,2253 Bruckner Boulevard,NA,10472,3,0,3,2635,2400,1925,1,C0,700000,2018-11-21T00:00:00Z
Bronx,Castle Hill/Unionport,08 Rentals - Elevator Apartments,2,3681,1,D3,2001 Story Avenue,NA,10473,355,0,355,202100,421833,1973,2,D3,87900000,2019-04-09T00:00:00Z
Bronx,Castle Hill/Unionport,07 Rentals - Walkup Apartments,2A,3806,59,C3,2147 Bruckner Boulevard,NA,10472,4,0,4,2609,3403,1929,2,C3,650000,2019-05-07T00:00:00Z
Bronx,Castle Hill/Unionport,07 Rentals - Walkup Apartments,2A,3807,66,C3,2141 Chatterton Avenue,NA,10472,4,0,4,2549,3403,1930,2,C3,700000,2019-03-20T00:00:00Z
Bronx,Castle Hill/Unionport,07 Rentals - Walkup Apartments,2A,3807,72,C3,2133 Chatterton Avenue,NA,10472,4,0,4,2549,3486,1927,2,C3,810000,2018-11-14T00:00:00Z
Bronx,City Island,01 One Family Dwellings,1,5625,9,A2,100 Horton Street,NA,10464,1,0,1,3748,1056,1920,1,A2,449000,2019-04-12T00:00:00Z
Bronx,City Island,01 One Family Dwellings,1,5625,43,A2,115 Rochelle,NA,10464,1,0,1,3005,720,1920,1,A2,446160,2019-06-21T00:00:00Z
Bronx,City Island,01 One Family Dwellings,1,5625,173,A1,81 Buckley Street,NA,10464,1,0,1,4500,1920,1988,1,A1,650000,2018-12-14T00:00:00Z
Bronx,City Island,01 One Family Dwellings,1,5626,267,A4,60 Earley,NA,10464,1,0,1,4750,2016,1960,1,A4,325000,2019-06-26T00:00:00Z
Bronx,City Island,01 One Family Dwellings,1,5626,367,A1,99 Winters Street,NA,10464,1,0,1,2388,1236,1925,1,A1,323300,2019-09-03T00:00:00Z
Bronx,City Island,01 One Family Dwellings,1,5627,93,A1,94 Schofield St,NA,10464,1,0,1,5413,3489,1920,1,A1,845000,2019-07-10T00:00:00Z
Bronx,City Island,01 One Family Dwellings,1,5628,107,A2,94 Caroll Street,NA,10464,1,0,1,3392,924,1950,1,A2,185000,2019-10-21T00:00:00Z
Bronx,City Island,01 One Family Dwellings,1,5628,111,A2,102 Caroll Street,NA,10464,1,0,1,2500,703,1930,1,A2,236500,2019-08-23T00:00:00Z
Bronx,City Island,01 One Family Dwellings,1,5628,111,A2,102 Caroll Street,NA,10464,1,0,1,2500,703,1930,1,A2,373000,2018-12-28T00:00:00Z
Bronx,City Island,01 One Family Dwellings,1,5628,249,A6,21a Schofield Street,NA,10464,1,0,1,1298,562,1920,1,A6,320000,2018-12-26T00:00:00Z
Bronx,City Island,01 One Family Dwellings,1,5629,69,A2,289 Paulis Place,NA,10464,1,0,1,4500,1638,1965,1,A2,590000,2019-09-27T00:00:00Z
Bronx,City Island,01 One Family Dwellings,1,5629,230,S1,273 City Island Avenue,NA,10464,1,1,2,1625,1100,1910,1,S1,410000,2019-09-13T00:00:00Z
Bronx,City Island,01 One Family Dwellings,1,5630,74,A5,298 William Avenue,NA,10464,1,0,1,3381,1836,1965,1,A5,544000,2019-07-29T00:00:00Z
Bronx,City Island,01 One Family Dwellings,1,5631,62,A1,11 Fordham Street,NA,10464,1,0,1,5000,1779,1901,1,A1,679000,2019-03-21T00:00:00Z
Bronx,City Island,01 One Family Dwellings,1,5631,126,A1,104 Bay Street,NA,10464,1,0,1,3325,1484,1920,1,A1,565000,2019-04-29T00:00:00Z
Bronx,City Island,01 One Family Dwellings,1,5632,48,A1,37 Bay Street,NA,10464,1,0,1,3000,1160,1940,1,A1,240000,2019-04-11T00:00:00Z
Bronx,City Island,01 One Family Dwellings,1,5632,106,A2,70 Tier Street,NA,10464,1,0,1,2466,761,1940,1,A2,375000,2019-01-28T00:00:00Z
Bronx,City Island,01 One Family Dwellings,1,5632,169,A2,77 Bay Street,NA,10464,1,0,1,5000,1424,1954,1,A2,580000,2019-10-04T00:00:00Z
Bronx,City Island,01 One Family Dwellings,1,5632,172,A2,73 Bay Street,NA,10464,1,0,1,2500,756,1940,1,A2,380000,2019-02-22T00:00:00Z
Bronx,City Island,01 One Family Dwellings,1,5636,62,A2,639 Minnieford Avenue,NA,10464,1,0,1,9070,1560,1971,1,A2,545250,2019-06-10T00:00:00Z
Bronx,City Island,01 One Family Dwellings,1,5639,21,A2,164 Marine Street,NA,10464,1,0,1,2500,600,1920,1,A2,305000,2018-11-19T00:00:00Z
Bronx,City Island,01 One Family Dwellings,1,5644,51,A2,187 Fordham Street,NA,10464,1,0,1,2460,504,1945,1,A2,395000,2018-11-29T00:00:00Z
Bronx,City Island,01 One Family Dwellings,1,5644,155,A1,360 City Island Avenue,NA,10464,1,0,1,8086,1632,1901,1,A1,650000,2018-11-15T00:00:00Z
Bronx,City Island,01 One Family Dwellings,1,5644,158,A1,140 Reville Street,NA,10464,1,0,1,2946,1424,2005,1,A1,605000,2019-09-03T00:00:00Z
Bronx,City Island,01 One Family Dwellings,1,5644,192,A2,180 Ditmars Street,NA,10464,1,0,1,5229,1080,1925,1,A2,438000,2019-01-30T00:00:00Z
Bronx,City Island,01 One Family Dwellings,1,5644,271,A2,314 King Avenue,NA,10464,1,0,1,2600,700,1925,1,A2,390000,2019-05-15T00:00:00Z
Bronx,City Island,01 One Family Dwellings,1,5644,275,A2,322 King Avenue,NA,10464,1,0,1,3848,764,1925,1,A2,270000,2018-11-30T00:00:00Z
Bronx,City Island,01 One Family Dwellings,1,5645,21,S1,440 City Island Avenue,NA,10464,1,1,2,2024,950,1931,1,S1,335000,2019-03-27T00:00:00Z
Bronx,City Island,01 One Family Dwellings,1,5645,44,A9,151 Ditmars Street,NA,10464,1,0,1,2500,1636,1975,1,A9,445000,2019-06-28T00:00:00Z
Bronx,City Island,01 One Family Dwellings,1,5645,59,A2,422 Minnieford Avenue,NA,10464,1,0,1,3700,1181,1940,1,A2,525000,2018-11-19T00:00:00Z
Bronx,City Island,01 One Family Dwellings,1,5645,100,A1,400 King Avenue,NA,10464,1,0,1,5000,2139,1920,1,A1,600000,2019-10-04T00:00:00Z
Bronx,City Island,01 One Family Dwellings,1,5645,124,A1,226 Bowne Street,NA,10464,1,0,1,4366,2629,1920,1,A1,673000,2019-08-30T00:00:00Z
Bronx,City Island,01 One Family Dwellings,1,5646,68,A1,486 Minnieford Avenue,NA,10464,1,0,1,2500,1611,1925,1,A1,535000,2018-12-17T00:00:00Z
Bronx,City Island,01 One Family Dwellings,1,5646,83,A1,477 King Avenue,NA,10464,1,0,1,2500,1231,1930,1,A1,415000,2019-07-01T00:00:00Z
Bronx,City Island,01 One Family Dwellings,1,5646,149,A2,215 Bowne Street,NA,10464,1,0,1,2500,604,1930,1,A2,420000,2018-11-01T00:00:00Z
Bronx,City Island,01 One Family Dwellings,1,5646,231,A2,461c Minnieford Avenue,NA,10464,1,0,1,1133,589,1940,1,A2,210000,2019-09-12T00:00:00Z
Bronx,City Island,01 One Family Dwellings,1,5648,26,A2,629 King Avenue,NA,10464,1,0,1,5000,1026,1930,1,A2,449000,2019-07-18T00:00:00Z
Bronx,City Island,01 One Family Dwellings,1,5648,61,A2,670 Minnieford Avenue,NA,10464,1,0,1,2500,740,1925,1,A2,210000,2019-03-22T00:00:00Z
Bronx,City Island,01 One Family Dwellings,1,5648,175,A1,654 King Avenue,NA,10464,1,0,1,15004,3988,1920,1,A1,1697500,2019-09-17T00:00:00Z
Bronx,City Island,01 One Family Dwellings,1,5648,180,A1,660 King Avenue,NA,10464,1,0,1,22200,4065,1920,1,A1,1075000,2019-04-26T00:00:00Z
Bronx,City Island,01 One Family Dwellings,1,5648,209,A3,720 King Avenue,NA,10464,1,0,1,19633,6842,1920,1,A3,1875000,2019-05-15T00:00:00Z
Bronx,City Island,02 Two Family Dwellings,1,5626,185,B3,24 Pell Place,NA,10464,2,0,2,5035,1648,1925,1,B3,620000,2019-04-16T00:00:00Z
Bronx,City Island,02 Two Family Dwellings,1,5626,296,B3,85 Earley Street,NA,10464,2,0,2,4750,2178,1925,1,B3,800000,2019-10-03T00:00:00Z
Bronx,City Island,02 Two Family Dwellings,1,5627,38,B3,37 Centre Street,NA,10464,2,0,2,4000,1559,1940,1,B3,662500,2019-04-03T00:00:00Z
Bronx,City Island,02 Two Family Dwellings,1,5627,75,B2,60 Schofield Street,NA,10464,2,0,2,5413,4644,1901,1,B2,775000,2019-02-01T00:00:00Z
Bronx,City Island,02 Two Family Dwellings,1,5629,71,A5,293 Paulis Place,NA,10464,1,0,1,12395,988,1935,1,B3,800000,2019-09-05T00:00:00Z
Bronx,City Island,02 Two Family Dwellings,1,5630,22,B2,100 Fordham Street,NA,10464,2,0,2,3850,2112,1901,1,B2,520000,2019-09-26T00:00:00Z
Bronx,City Island,02 Two Family Dwellings,1,5632,37,B1,49 Bay Street,NA,10464,2,0,2,2367,2000,1963,1,B1,470000,2019-07-25T00:00:00Z
Bronx,City Island,02 Two Family Dwellings,1,5632,108,B3,74 Tier Street,NA,10464,2,0,2,5050,2037,1945,1,B3,575000,2019-08-09T00:00:00Z
Bronx,City Island,02 Two Family Dwellings,1,5638,90,B3,185 Rochelle Street,NA,10464,2,0,2,5149,2046,1920,1,B3,1300000,2019-08-28T00:00:00Z
Bronx,City Island,02 Two Family Dwellings,1,5646,65,B1,480 Minniford Avenue,NA,10464,2,0,2,3742,2038,1930,1,B1,582500,2018-12-10T00:00:00Z
Bronx,City Island,04 Tax Class 1 Condos,1A,5641,1070,R3,"170 Schofield Street, 2-H",2-H,10464,0,0,0,0,749,0,1,R3,158000,2019-03-27T00:00:00Z
Bronx,City Island,04 Tax Class 1 Condos,1A,5641,1086,R3,"170 Schofield Street, 3-I",3-I,10464,0,0,0,0,704,0,1,R3,236500,2019-06-07T00:00:00Z
Bronx,City Island,04 Tax Class 1 Condos,1A,5641,1091,R3,"170-190 Schofield Street, 3-N",3-N,10464,0,0,0,0,677,0,1,R3,240000,2019-08-12T00:00:00Z
Bronx,City Island,04 Tax Class 1 Condos,1A,5642,1044,R3,"26 Deep Water Way, 44",44,10464,0,0,0,0,1530,0,1,R3,505000,2019-04-05T00:00:00Z
Bronx,City Island,04 Tax Class 1 Condos,1A,5642,1047,R3,"17 Landing Way, 47",47,10464,0,0,0,0,1588,0,1,R3,470000,2019-04-10T00:00:00Z
Bronx,City Island,04 Tax Class 1 Condos,1A,5642,1066,R3,"5 Deep Water Way, 66",66,10464,0,0,0,0,1410,0,1,R3,520000,2019-04-05T00:00:00Z
Bronx,City Island,04 Tax Class 1 Condos,1A,5643,1104,R3,"7 Island Point, 7",7,10464,0,0,0,0,1826,2016,1,R3,730000,2019-10-28T00:00:00Z
Bronx,City Island,04 Tax Class 1 Condos,1A,5643,1105,R3,"9 Island Point, 9",9,10464,0,0,0,0,1369,2016,1,R3,504972,2019-06-27T00:00:00Z
Bronx,City Island,04 Tax Class 1 Condos,1A,5643,1106,R3,"11 Island Point, 11",11,10464,0,0,0,0,1826,2016,1,R3,629279,2019-05-17T00:00:00Z
Bronx,City Island,04 Tax Class 1 Condos,1A,5643,1107,R3,13 Island Point,13,10464,0,0,0,0,1369,2016,1,R3,537636,2018-11-27T00:00:00Z
Bronx,City Island,04 Tax Class 1 Condos,1A,5643,1108,R3,"15 Island Point, 15",15,10464,0,0,0,0,1369,2016,1,R3,578000,2018-12-11T00:00:00Z
Bronx,City Island,04 Tax Class 1 Condos,1A,5643,1109,R3,17 Island Point,17,10464,0,0,0,0,1998,2016,1,R3,802381,2018-12-20T00:00:00Z
Bronx,City Island,04 Tax Class 1 Condos,1A,5643,1110,R3,19 Island Point,19,10464,0,0,0,0,2420,2016,1,R3,985666,2018-11-29T00:00:00Z
Bronx,City Island,04 Tax Class 1 Condos,1A,5643,1111,R3,21 Island Point,21,10464,0,0,0,0,1998,2016,1,R3,812563,2018-11-27T00:00:00Z
Bronx,City Island,04 Tax Class 1 Condos,1A,5643,1112,R3,"23 Island Point, 23",23,10464,0,0,0,0,2420,2016,1,R3,999922,2018-11-15T00:00:00Z
Bronx,City Island,04 Tax Class 1 Condos,1A,5643,1113,R3,"27 Island Point, 27",27,10464,0,0,0,0,2148,2016,1,R3,812564,2018-12-20T00:00:00Z
Bronx,City Island,04 Tax Class 1 Condos,1A,5643,1114,R3,"29 Island Point, 29",29,10464,0,0,0,0,2849,2016,1,R3,997031,2018-12-12T00:00:00Z
Bronx,City Island,04 Tax Class 1 Condos,1A,5643,1115,R3,"31 Island Point, 31",31,10464,0,0,0,0,3747,2016,1,R3,1135349,2018-11-15T00:00:00Z
Bronx,City Island,04 Tax Class 1 Condos,1A,5643,1116,R3,"33 Island Point, 33",33,10464,0,0,0,0,2080,2016,1,R3,944936,2019-10-21T00:00:00Z
Bronx,City Island,04 Tax Class 1 Condos,1A,5643,1118,R3,"37 Island Point, 37",37,10464,0,0,0,0,2144,2016,1,R3,914389,2019-10-08T00:00:00Z
Bronx,City Island,04 Tax Class 1 Condos,1A,5643,1122,R3,"45 Island Point, 45",45,10464,0,0,0,0,1801,2016,1,R3,743323,2019-06-11T00:00:00Z
Bronx,City Island,04 Tax Class 1 Condos,1A,5643,1127,R3,"55 Island Point, 55",55,10464,0,0,0,0,1969,2016,1,R3,858000,2019-04-26T00:00:00Z
Bronx,City Island,04 Tax Class 1 Condos,1A,5643,1137,R3,"72 Island Point, 72",72,10464,0,0,0,0,2248,2016,1,R3,928000,2019-04-26T00:00:00Z
Bronx,City Island,04 Tax Class 1 Condos,1A,5644,1001,R3,"152a Tier Street, 101a",101A,10464,0,0,0,0,853,1988,1,R3,311237,2019-07-17T00:00:00Z
Bronx,City Island,04 Tax Class 1 Condos,1A,5644,1003,R3,"152a Tier Street, 103a",103A,10464,0,0,0,0,724,1988,1,R3,219329,2019-07-17T00:00:00Z
Bronx,City Island,04 Tax Class 1 Condos,1A,5644,1005,R3,"152b Tier Street, 105b",105B,10464,0,0,0,0,853,1988,1,R3,309671,2019-07-17T00:00:00Z
Bronx,City Island,04 Tax Class 1 Condos,1A,5644,1007,R3,"152b Tier Street, 107b",107B,10464,0,0,0,0,724,1988,1,R3,233220,2019-05-30T00:00:00Z
Bronx,City Island,04 Tax Class 1 Condos,1A,5644,1008,R3,"152b Tier Street, 108b",108B,10464,0,0,0,0,853,1988,1,R3,309671,2019-07-17T00:00:00Z
Bronx,City Island,04 Tax Class 1 Condos,1A,5644,1009,R3,"152c Tier Street, 109c",109C,10464,0,0,0,0,853,1988,1,R3,309671,2019-07-17T00:00:00Z
Bronx,City Island,04 Tax Class 1 Condos,1A,5644,1010,R3,"152c Tier Street, 110c",110C,10464,0,0,0,0,724,1988,1,R3,219329,2019-07-17T00:00:00Z
Bronx,City Island,04 Tax Class 1 Condos,1A,5644,1012,R3,"152c Tier Street, 112c",112C,10464,0,0,0,0,853,1988,1,R3,311237,2019-07-17T00:00:00Z
Bronx,City Island,04 Tax Class 1 Condos,1A,5644,1017,R3,"152b Tier Street, 205b",205B,10464,0,0,0,0,853,1988,1,R3,309671,2019-07-17T00:00:00Z
Bronx,City Island,04 Tax Class 1 Condos,1A,5644,1019,R3,"152b Tier Street, 207b",207B,10464,0,0,0,0,1164,1988,1,R3,420810,2019-04-09T00:00:00Z
Bronx,City Island,04 Tax Class 1 Condos,1A,5644,1020,R3,"152b Tier Street, 208b",208B,10464,0,0,0,0,853,1988,1,R3,370110,2019-02-06T00:00:00Z
Bronx,City Island,04 Tax Class 1 Condos,1A,5644,1024,R3,"152c Tier Street, 212c",212C,10464,0,0,0,0,853,1988,1,R3,311237,2019-07-17T00:00:00Z
Bronx,City Island,04 Tax Class 1 Condos,1A,5645,1012,R3,238 Bowne Street,248-B,10464,0,0,0,0,1092,2003,1,R3,480000,2018-11-01T00:00:00Z
Bronx,City Island,04 Tax Class 1 Condos,1A,5645,1014,R3,"250 Bowne Street, 250-B",250-B,10464,0,0,0,0,1092,2003,1,R3,350000,2019-01-31T00:00:00Z
Bronx,City Island,04 Tax Class 1 Condos,1A,5645,1018,R3,"238 Bowne Street, 254-B",254-B,10464,0,0,0,0,1092,2003,1,R3,434980,2019-08-05T00:00:00Z
Bronx,City Island,12 Condos - Walkup Apartments,2,5643,1008,R2,"190 Fordham Street, 6",6,10464,0,0,0,0,780,1897,2,R2,329000,2019-04-09T00:00:00Z
Bronx,City Island,12 Condos - Walkup Apartments,2,5643,1010,R2,"190 Fordham Street, 8",8,10464,0,0,0,0,948,1897,2,R2,400000,2018-12-19T00:00:00Z
Bronx,City Island,12 Condos - Walkup Apartments,2,5643,1015,R2,"190 Fordham Street, 13",13,10464,0,0,0,0,1010,1897,2,R2,465000,2019-09-11T00:00:00Z
Bronx,City Island,07 Rentals - Walkup Apartments,2A,5634,136,C3,415 City Island Avenue,NA,10464,4,0,4,8036,3200,1990,2,C3,900000,2019-06-25T00:00:00Z
Bronx,City Island,14 Rentals - 4-10 Unit,2A,5636,26,S9,650 City Island Avenue,NA,10464,3,2,5,8775,2580,1910,2,S9,560000,2019-06-07T00:00:00Z
Bronx,City Island,33 Educational Facilities,4,5647,112,W9,596 Minnieford Avenue,NA,10464,0,1,1,7125,1140,1931,4,W9,1100000,2019-04-24T00:00:00Z
Bronx,City Island,37 Religious Facilities,4,5647,115,M4,176 Kilroe Street,NA,10464,0,1,1,5333,1064,1950,4,M4,1100000,2019-04-24T00:00:00Z
Bronx,Country Club,01 One Family Dwellings,1,5316,38,A5,1117 Ellsworth Ave,NA,10465,1,0,1,2470,1732,1960,1,A5,570000,2019-01-16T00:00:00Z
Bronx,Country Club,01 One Family Dwellings,1,5319,21,A5,1170 Fairfax Avenue,NA,10465,1,0,1,1710,1296,1950,1,A5,485000,2018-12-19T00:00:00Z
Bronx,Country Club,01 One Family Dwellings,1,5319,26,A5,1182 Fairfax Avenue,NA,10465,1,0,1,1710,1296,1950,1,A5,430000,2019-09-16T00:00:00Z
Bronx,Country Club,01 One Family Dwellings,1,5319,58,A5,1147 Ellsworth Avenue,NA,10465,1,0,1,1590,1496,1950,1,A5,529000,2019-02-07T00:00:00Z
Bronx,Country Club,01 One Family Dwellings,1,5322,2,A2,3213 Layton Avenue,NA,10465,1,0,1,3425,1215,1915,1,A2,227500,2019-08-23T00:00:00Z
Bronx,Country Club,01 One Family Dwellings,1,5322,23,A5,1134 Vincent Avenue,NA,10465,1,0,1,1678,1510,1940,1,A5,450000,2018-12-20T00:00:00Z
Bronx,Country Club,01 One Family Dwellings,1,5323,8,A2,3163 Fairmount Avenue,NA,10465,1,0,1,2000,572,1910,1,A2,470000,2018-11-30T00:00:00Z
Bronx,Country Club,01 One Family Dwellings,1,5323,44,A2,1167 Throgmorton Avenue,NA,10465,1,0,1,2806,1980,1920,1,A2,330000,2019-03-13T00:00:00Z
Bronx,Country Club,01 One Family Dwellings,1,5324,3,A5,3191 Fairmount Avenue,NA,10465,1,0,1,2179,1728,1945,1,A5,400000,2019-10-04T00:00:00Z
Bronx,Country Club,01 One Family Dwellings,1,5324,12,A1,1152 Throgmorton Avenue,NA,10465,1,0,1,3555,1771,1955,1,A1,392000,2019-10-04T00:00:00Z
Bronx,Country Club,01 One Family Dwellings,1,5324,12,A1,1152 Throgmorton Avenue,NA,10465,1,0,1,3555,1771,1955,1,A1,392000,2018-11-13T00:00:00Z
Bronx,Country Club,01 One Family Dwellings,1,5326,33,A1,1131 Clarence Ave,NA,10465,1,0,1,2375,1020,1920,1,A1,545000,2018-11-19T00:00:00Z
Bronx,Country Club,01 One Family Dwellings,1,5330,16,A5,3235 Fairmount Avenue,NA,10465,1,0,1,1566,1764,1955,1,A5,400000,2019-03-26T00:00:00Z
Bronx,Country Club,01 One Family Dwellings,1,5344,20,A1,3164 Waterbury Avenue,NA,10465,1,0,1,1610,2214,1970,1,A1,560000,2019-06-06T00:00:00Z
Bronx,Country Club,01 One Family Dwellings,1,5345,5,A1,3183 Baisley Avenue,NA,10465,1,0,1,2025,1300,1920,1,A1,570000,2019-07-19T00:00:00Z
Bronx,Country Club,01 One Family Dwellings,1,5406,72,A1,3178 Rawlins Avenue,NA,10465,1,0,1,2125,1482,1925,1,A1,292500,2019-05-30T00:00:00Z
Bronx,Country Club,01 One Family Dwellings,1,5406,136,A1,3230 Rawlins Avenue,NA,10465,1,0,1,2900,1440,1930,1,A1,605000,2018-11-26T00:00:00Z
Bronx,Country Club,01 One Family Dwellings,1,5406,137,A1,3236 Rawlins Avenue,NA,10465,1,0,1,3152,1440,1930,1,A1,615000,2019-05-03T00:00:00Z
Bronx,Country Club,01 One Family Dwellings,1,5406,178,A1,3247 Waterbury Avenue,NA,10465,1,0,1,2500,2140,1960,1,A1,570000,2019-01-11T00:00:00Z
